
08:53:18,0:00:12,P1,TK-045,PASS,MAC: A4C138255C71,PASS,0.82,0.82,0.11,0.82,PASS,1.40,1.40,0.15,1.40,PASS,-0.36,-0.36,0.13,-0.36,PASS,PASS,33.9,35.1,32.1,2.15,2,0,PASS,34.5,35.9,33.4,2.88,-2,0,PASS,35.2,36.5,34.3,-2.97,-2,0,PASS,PASS,0.200,PASS,0.000,PASS,0.000,PASS,
09:17:26,0:00:09,P1,TK-045,PASS,MAC: A4C138D557A2,PASS,2.47,2.47,0.10,2.47,PASS,3.25,3.24,0.15,3.24,PASS,1.25,1.25,0.13,1.25,PASS,PASS,21.5,22.8,20.2,1.98,-2,-1,PASS,21.9,23,20.7,2.4,-3,0,PASS,22.3,23.4,21.1,-2.28,-3,-2,PASS,PASS,0.000,PASS,0.000,PASS,0.000,PASS,
09:18:01,0:00:10,P1,TK-045,PASS,MAC: A4C1380553A2,PASS,1.29,0.85,0.16,1.19,PASS,2.11,1.69,0.19,2.05,PASS,0.11,-0.34,0.35,-0.01,PASS,PASS,23.1,24.4,22,2.25,3,0,PASS,23.5,24.4,22.6,-2.65,-4,-2,PASS,24,24.8,22.5,-2.58,-3,-1,PASS,PASS,0.200,PASS,
09:18:38,0:00:12,P1,TK-045,PASS,MAC: A4C138D551A2,PASS,1.52,1.47,0.11,1.51,PASS,2.28,2.24,0.15,2.28,PASS,0.29,0.25,0.13,0.29,PASS,PASS,20.6,22,19.8,1.99,-2,-1,PASS,21,22.5,20,2.25,-2,0,PASS,21.4,22.7,19.8,-2.34,-2,-1,PASS,PASS,0.000,PASS,0.000,PASS,0.200,PASS,
09:19:17,0:00:09,P1,TK-045,PASS,MAC: A4C138655832,PASS,0.48,0.48,0.12,0.48,PASS,1.26,1.26,0.15,1.26,PASS,-0.54,-0.55,0.14,-0.55,PASS,PASS,14.6,15.8,13.8,-2.33,-3,-1,PASS,14.9,15.8,13.7,-2.36,-3,-1,PASS,15.3,16.2,14.3,-2.06,-3,0,PASS,PASS,0.000,PASS,0.000,PASS,0.400,PASS,
09:19:53,0:00:19,P1,TK-045,PASS,MAC: A4C1380551A2,PASS,2.14,1.68,0.17,2.04,PASS,2.89,2.45,0.19,2.80,PASS,0.98,0.47,0.20,0.92,PASS,
09:20:38,0:00:13,P1,TK-045,PASS,MAC: A4C138D55CA2,PASS,1.58,1.58,0.11,1.58,PASS,2.32,2.32,0.15,2.32,PASS,0.39,0.38,0.13,0.39,PASS,PASS,14.2,14.9,13.2,-2.22,-2,-1,PASS,14.5,15.1,13.6,2.18,-2,0,PASS,14.8,16.5,13.3,2.62,-2,-1,PASS,PASS,0.000,PASS,0.000,PASS,0.000,PASS,
09:25:51,0:00:12,P1,TK-045,PASS,MAC: A4C1380550A2,PASS,1.59,1.59,0.11,1.59,PASS,2.31,2.31,0.15,2.31,PASS,0.28,0.28,0.13,0.28,PASS,PASS,25.1,26.1,23.9,-2.26,-2,-1,PASS,25.6,26.5,24.3,2.72,-2,-2,PASS,26.1,26.9,25.1,-2.73,-3,-2,PASS,PASS,0.000,PASS,0.200,PASS,0.000,PASS,
09:26:29,0:00:09,P1,TK-045,PASS,MAC: A4C138D55EA2,PASS,2.09,2.05,0.11,2.09,PASS,2.84,2.80,0.15,2.84,PASS,0.86,0.86,0.12,0.86,PASS,PASS,25.2,26.6,24.1,2.37,-2,0,PASS,25.7,26.6,24.3,-2.35,-2,-1,PASS,26.2,26.9,25.3,-2.27,-2,-1,PASS,PASS,0.200,PASS,0.000,PASS,0.000,PASS,
09:27:15,0:00:09,P1,TK-045,PASS,MAC: A4C138D555A2,PASS,1.87,1.87,0.10,1.87,PASS,2.58,2.57,0.15,2.57,PASS,0.55,0.55,0.13,0.55,PASS,PASS,21.8,22.9,20.5,2.36,-3,0,PASS,22.2,23.2,21.2,-2.63,-2,-1,PASS,22.6,23.7,21.2,2.46,2,0,PASS,PASS,0.000,PASS,0.000,PASS,0.200,PASS,
09:51:06,0:00:13,P1,TK-045,PASS,MAC: A4C138D557A2,PASS,2.29,2.28,0.11,2.29,PASS,3.04,3.04,0.15,3.04,PASS,1.16,1.16,0.13,1.16,PASS,PASS,21.3,22.5,20.1,-3.44,-3,0,PASS,21.7,22.9,20.1,-2.45,2,0,PASS,22.2,23.8,21.3,-2.93,-2,1,PASS,PASS,0.200,PASS,0.000,PASS,0.000,PASS,
09:51:49,0:00:09,P1,TK-045,PASS,MAC: A4C138D557A2,PASS,2.70,2.70,0.11,2.70,PASS,3.40,3.39,0.15,3.39,PASS,1.44,1.44,0.13,1.44,PASS,PASS,21.2,22.2,19.5,2.11,-2,0,PASS,21.6,22.6,20.4,2.7,-3,-2,PASS,22.1,23.1,20.4,-2.3,-3,0,PASS,PASS,0.000,PASS,0.000,PASS,0.000,PASS,
10:00:58,0:00:13,P1,TK-045,PASS,MAC: A4C138D557A2,PASS,2.31,2.30,0.11,2.30,PASS,3.07,3.07,0.15,3.07,PASS,1.15,1.15,0.13,1.15,PASS,PASS,21.2,22.4,20,2.31,-2,0,PASS,21.6,22.3,20.7,2.2,-2,0,PASS,22.1,22.9,21,-2.37,3,-1,PASS,PASS,0.400,PASS,0.000,PASS,0.000,PASS,
10:02:33,0:00:09,P1,TK-045,PASS,MAC: A4C138D557A2,PASS,2.33,2.32,0.11,2.32,PASS,3.04,3.04,0.15,3.04,PASS,1.16,1.16,0.13,1.16,PASS,PASS,21.2,22.2,20.3,1.77,2,0,PASS,21.6,22.7,20.6,-2.35,-2,0,PASS,22.1,23.2,20.9,2.67,-2,0,PASS,PASS,0.000,PASS,0.200,PASS,0.200,PASS,
10:03:51,0:00:09,P1,TK-045,PASS,MAC: A4C138D557A2,PASS,2.42,2.41,0.11,2.41,PASS,3.10,3.09,0.15,3.10,PASS,1.16,1.15,0.13,1.16,PASS,PASS,21.2,22.6,20.3,-2.37,-2,0,PASS,21.6,23,20.4,-2.53,-3,-1,PASS,22,23.2,21.1,-2.55,2,0,PASS,PASS,0.000,PASS,0.200,PASS,0.000,PASS,
10:05:02,0:00:09,P1,TK-045,PASS,MAC: A4C138D557A2,PASS,2.58,2.58,0.11,2.58,PASS,3.21,3.20,0.15,3.21,PASS,1.25,1.24,0.13,1.24,PASS,PASS,21.1,22.7,19.9,2.29,-2,-1,PASS,21.5,22.6,20,2.24,-2,0,PASS,22,23.2,20.9,2.35,-3,-1,PASS,PASS,0.200,PASS,0.000,PASS,0.000,PASS,
10:05:34,0:00:09,P1,TK-045,PASS,MAC: A4C138D557A2,PASS,2.58,2.57,0.11,2.57,PASS,3.20,3.19,0.15,3.20,PASS,1.27,1.27,0.12,1.27,PASS,PASS,21,22.1,19.9,-2.37,2,0,PASS,21.4,22.4,20.5,-2.04,-2,0,PASS,21.8,23.2,21,2.19,2,0,PASS,PASS,0.200,PASS,0.000,PASS,0.000,PASS,
